time,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,wind_speed_10m,wind_direction_10m,wind_gusts_10m,surface_pressure,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,hour,day_of_week,month,is_weekend,season,season_Autumn,season_Monsoon,season_Spring,season_Summer,season_Winter,traffic_proxy,dispersion_factor,wind_alignment_nh24,wind_alignment_industrial,wind_alignment_commercial,wind_alignment_residential,nh24_impact_index,industrial_impact_index,commercial_impact_index,residential_clean_index,pm25_rolling_24h,grap_active
2024-01-01 00:00:00,7.1,98,6.8,0.0,5.4,352,6.8,994.0,275.99,205.37999999999997,2849.0,87.2,99.1,12.0,0,0,1,0,Winter,0,0,0,0,1,0.1,0.15625,0.6018150231520479,-0.798635510047293,-0.13917310096006583,-0.292371704722736,0.009403359736750749,0.0,0.0,0.0,205.37999999999997,1
2024-01-01 01:00:00,6.6,99,6.4,0.0,5.4,340,6.8,993.8,245.18,182.56,2523.0,76.9,74.0,16.0,1,0,1,0,Winter,0,0,0,0,1,0.1,0.15625,0.4226182617406996,-0.9063077870366498,-0.34202014332566855,-0.08715574274765801,0.006603410339698431,0.0,0.0,0.0,193.96999999999997,1
2024-01-01 02:00:00,6.0,100,5.9,0.0,5.8,330,7.6,993.6,221.52,164.92,2215.0,67.0,53.6,20.0,2,0,1,0,Winter,0,0,0,0,1,0.1,0.14705882352941177,0.2588190451025203,-0.9659258262890684,-0.5000000000000004,0.08715574274765901,0.00380616242797824,0.0,0.0,0.050550330793642226,184.28666666666663,1
2024-01-01 03:00:00,5.7,100,5.7,0.0,6.7,324,8.6,993.6,202.8,150.92,1932.0,56.9,42.1,24.0,3,0,1,0,Winter,0,0,0,0,1,0.1,0.12987012987012986,0.15643446504023067,-0.9876883405951378,-0.5877852522924732,0.19080899537654536,0.002031616429093905,0.0,0.0,0.12784202690228538,175.945,1
2024-01-01 04:00:00,6.1,100,6.0,0.0,4.9,324,8.6,993.8,188.24,140.14,1666.0,47.3,35.3,28.0,4,0,1,0,Winter,0,0,0,0,1,0.1,0.1694915254237288,0.15643446504023067,-0.9876883405951378,-0.5877852522924732,0.19080899537654536,0.0026514316108513674,0.0,0.0,0.09349640773450724,168.784,1
2024-01-01 05:00:00,6.3,100,6.3,0.0,4.3,318,7.9,993.8,166.53,124.46,1315.0,35.6,28.1,31.0,5,0,1,0,Winter,0,0,0,0,1,0.1,0.18867924528301888,0.052335956242943946,-0.9986295347545738,-0.6691306063588581,0.292371704722737,0.0009874708725083764,0.0,0.0,0.12571983303077688,161.39666666666665,1
2024-01-01 06:00:00,9.4,93,8.2,0.0,4.6,342,11.2,995.2,164.06,122.91999999999999,1393.0,36.3,31.0,27.0,6,0,1,0,Winter,0,0,0,0,1,0.1,0.17857142857142858,0.45399049973954664,-0.8910065241883679,-0.30901699437494756,-0.12186934340514692,0.008106973209634761,0.0,0.0,0.0,155.9,1
2024-01-01 07:00:00,9.4,93,8.3,0.0,4.0,350,9.0,995.6,171.34000000000003,128.1,1497.0,37.1,35.0,24.0,7,0,1,0,Winter,0,0,0,0,1,0.1,0.2,0.573576436351046,-0.8191520442889918,-0.17364817766693033,-0.2588190451025204,0.011471528727020923,0.0,0.0,0.0,152.42499999999998,1
2024-01-01 08:00:00,10.2,90,8.7,0.0,3.7,349,9.7,996.3,174.33,130.33999999999997,1548.0,37.3,37.8,31.0,8,0,1,0,Winter,0,0,0,0,1,1.0,0.2127659574468085,0.559192903470747,-0.8290375725550415,-0.1908089953765446,-0.24192189559966756,0.11897721350441426,0.0,0.0,0.0,149.9711111111111,0
2024-01-01 09:00:00,12.1,80,8.6,0.0,5.5,349,14.4,996.9,177.97000000000003,133.28,1514.0,36.7,37.4,59.0,9,0,1,0,Winter,0,0,0,0,1,1.0,0.15384615384615385,0.559192903470747,-0.8290375725550415,-0.1908089953765446,-0.24192189559966756,0.086029677457038,0.0,0.0,0.0,148.302,0
2024-01-01 10:00:00,13.2,72,8.2,0.0,4.0,350,14.8,996.9,171.34000000000003,128.38,1427.0,35.5,35.8,98.0,10,0,1,0,Winter,0,0,0,0,1,1.0,0.2,0.573576436351046,-0.8191520442889918,-0.17364817766693033,-0.2588190451025204,0.11471528727020922,0.0,0.0,0.0,146.49090909090907,0
2024-01-01 11:00:00,14.3,69,8.6,0.0,2.9,330,14.0,996.2,163.41,122.21999999999998,1304.0,33.2,37.2,132.0,11,0,1,0,Winter,0,0,0,0,1,0.5,0.25641025641025644,0.2588190451025203,-0.9659258262890684,-0.5000000000000004,0.08715574274765901,0.03318192885929748,0.0,0.0,0.025275165396821113,144.46833333333333,0
2024-01-01 12:00:00,15.4,64,8.8,0.0,2.8,310,13.7,995.1,142.87,105.98,1104.0,27.6,45.4,161.0,12,0,1,0,Winter,0,0,0,0,1,0.5,0.2631578947368421,-0.08715574274765825,-0.9961946980917455,-0.766044443118978,0.42261826174069983,0.0,0.0,0.0,0.11833311328739596,141.5076923076923,0
2024-01-01 13:00:00,16.4,62,9.1,0.0,4.4,305,15.1,994.0,119.60000000000001,88.05999999999999,867.0,21.0,56.5,184.0,13,0,1,0,Winter,0,0,0,0,1,0.5,0.18518518518518517,-0.17364817766693033,-0.984807753012208,-0.8191520442889918,0.5000000000000003,0.0,0.0,0.0,0.22000000000000014,137.69,0
2024-01-01 14:00:00,16.9,60,9.1,0.0,6.2,306,16.9,993.1,110.5,80.5,730.0,19.7,63.8,192.0,14,0,1,0,Winter,0,0,0,0,1,0.5,0.1388888888888889,-0.15643446504023104,-0.9876883405951377,-0.8090169943749475,0.4848096202463375,0.0,0.0,0.0,0.3005819645527293,133.87733333333333,0
2024-01-01 15:00:00,16.9,61,9.3,0.0,8.2,311,18.0,992.7,108.94,79.24,742.0,27.5,62.2,173.0,15,0,1,0,Winter,0,0,0,0,1,0.5,0.10869565217391305,-0.06975647374412558,-0.9975640502598242,-0.7547095802227721,0.4067366430758008,0.0,0.0,0.0,0.3335240473221567,130.46249999999998,0
2024-01-01 16:00:00,16.1,64,9.2,0.0,8.4,317,18.0,992.4,110.5,80.36,854.0,40.6,56.7,138.0,16,0,1,0,Winter,0,0,0,0,1,0.5,0.10638297872340426,0.03489949670250128,-0.9993908270190958,-0.6819983600624983,0.30901699437494745,0.0018563562075798554,0.0,0.0,0.25957427527495586,127.51529411764704,0
2024-01-01 17:00:00,13.1,79,9.5,0.0,7.1,319,15.1,992.3,176.8,128.1,970.0,50.8,49.9,90.0,17,0,1,0,Winter,0,0,0,0,1,1.0,0.1234567901234568,0.06975647374412522,-0.9975640502598242,-0.6560590289905073,0.2756373558169996,0.008611910338780891,0.0,0.0,0.1957025226300697,127.54777777777775,0
2024-01-01 18:00:00,11.0,86,8.8,0.0,6.5,326,10.4,993.8,199.81,146.01999999999998,1223.0,58.1,57.6,71.0,18,0,1,0,Winter,0,0,0,0,1,1.0,0.13333333333333333,0.1908089953765451,-0.9816271834476639,-0.5591929034707466,0.15643446504023092,0.025441199383539347,0.0,0.0,0.10168240227615011,128.51999999999998,0
2024-01-01 19:00:00,9.9,90,8.4,0.0,6.6,319,10.4,994.3,221.52,162.68,1580.0,68.2,68.5,45.0,19,0,1,0,Winter,0,0,0,0,1,1.0,0.13157894736842105,0.06975647374412522,-0.9975640502598242,-0.6560590289905073,0.2756373558169996,0.009178483387384896,0.0,0.0,0.18192065483921974,130.228,0
2024-01-01 20:00:00,8.9,93,7.8,0.0,6.1,310,10.1,994.5,246.35,181.85999999999999,1900.0,76.1,77.9,24.0,20,0,1,0,Winter,0,0,0,0,1,1.0,0.14084507042253522,-0.08715574274765825,-0.9961946980917455,-0.766044443118978,0.42261826174069983,0.0,0.0,0.0,0.2577971396618269,132.68666666666664,0
2024-01-01 21:00:00,8.2,95,7.4,0.0,6.1,310,9.4,994.8,270.01,199.5,2176.0,80.8,86.4,14.0,21,0,1,0,Winter,0,0,0,0,1,0.5,0.14084507042253522,-0.08715574274765825,-0.9961946980917455,-0.766044443118978,0.42261826174069983,0.0,0.0,0.0,0.2577971396618269,135.72363636363636,0
2024-01-01 22:00:00,7.4,96,6.8,0.0,6.1,315,9.4,994.7,289.38,214.47999999999996,2415.0,83.3,93.5,11.0,22,0,1,0,Winter,0,0,0,0,1,0.5,0.14084507042253522,-1.8369701987210297e-16,-1.0,-0.7071067811865477,0.34202014332566927,0.0,0.0,0.0,0.20863228742865822,139.1478260869565,0
2024-01-01 23:00:00,7.1,97,6.6,0.0,6.1,320,9.7,994.4,290.03000000000003,215.73999999999998,2503.0,81.9,93.4,10.0,23,0,1,0,Winter,0,0,0,0,1,0.1,0.14084507042253522,0.08715574274765789,-0.9961946980917455,-0.6427876096865395,0.2588190451025214,0.0012275456725022239,0.0,0.0,0.15787961751253804,142.33916666666667,0
2024-01-02 00:00:00,6.3,97,5.9,0.0,6.6,319,9.4,994.1,266.37,198.23999999999998,2339.0,74.3,80.6,13.0,0,1,1,0,Winter,0,0,0,0,1,0.1,0.13157894736842105,0.06975647374412522,-0.9975640502598242,-0.6560590289905073,0.2756373558169996,0.0009178483387384897,0.0,0.0,0.18192065483921974,142.04166666666666,0
2024-01-02 01:00:00,5.9,97,5.5,0.0,6.6,319,9.4,993.5,239.72000000000003,178.64,2024.0,62.9,60.7,18.0,1,1,1,0,Winter,0,0,0,0,1,0.1,0.13157894736842105,0.06975647374412522,-0.9975640502598242,-0.6560590289905073,0.2756373558169996,0.0009178483387384897,0.0,0.0,0.18192065483921974,141.8783333333333,0
2024-01-02 02:00:00,5.4,98,5.2,0.0,6.9,317,9.7,993.3,215.54000000000002,160.72,1747.0,52.4,44.5,24.0,2,1,1,0,Winter,0,0,0,0,1,0.1,0.12658227848101264,0.03489949670250128,-0.9993908270190958,-0.6819983600624983,0.30901699437494745,0.00044176578104432,0.0,0.0,0.21322172611871376,141.70333333333332,0
2024-01-02 03:00:00,5.0,99,4.8,0.0,7.1,311,9.7,993.1,196.69000000000003,147.0,1559.0,44.1,36.1,29.0,3,1,1,0,Winter,0,0,0,0,1,0.1,0.1234567901234568,-0.06975647374412558,-0.9975640502598242,-0.7547095802227721,0.4067366430758008,0.0,0.0,0.0,0.28878301658381855,141.54,0
2024-01-02 04:00:00,4.8,99,4.7,0.0,6.9,317,9.7,993.0,182.78,136.64,1410.0,36.9,31.3,33.0,4,1,1,0,Winter,0,0,0,0,1,0.1,0.12658227848101264,0.03489949670250128,-0.9993908270190958,-0.6819983600624983,0.30901699437494745,0.00044176578104432,0.0,0.0,0.21322172611871376,141.39416666666665,0
2024-01-02 05:00:00,4.6,99,4.4,0.0,5.9,322,9.7,993.1,168.87,126.83999999999999,1246.0,28.2,25.1,44.0,5,1,1,0,Winter,0,0,0,0,1,0.1,0.14492753623188406,0.12186934340514768,-0.992546151641322,-0.6156614753256581,0.22495105434386514,0.0017662223681905462,0.0,0.0,0.13272112206288045,141.4933333333333,0
2024-01-02 06:00:00,8.1,92,6.8,0.0,6.6,338,13.7,994.5,148.98,111.16,1200.0,26.3,26.4,54.0,6,1,1,0,Winter,0,0,0,0,1,0.1,0.13157894736842105,0.3907311284892735,-0.9205048534524404,-0.3746065934159123,-0.052335956242943175,0.005141199059069388,0.0,0.0,0.0,141.00333333333333,0
2024-01-02 07:00:00,8.8,90,7.2,0.0,6.5,341,13.0,995.3,151.97,113.82,1135.0,23.8,28.4,69.0,7,1,1,0,Winter,0,0,0,0,1,0.1,0.13333333333333333,0.4383711467890774,-0.8987940462991669,-0.32556815445715664,-0.10452846326765311,0.005844948623854366,0.0,0.0,0.0,140.40833333333333,0
2024-01-02 08:00:00,9.5,87,7.4,0.0,6.2,350,13.0,995.9,146.25,108.91999999999999,1077.0,21.9,31.1,83.0,8,1,1,0,Winter,0,0,0,0,1,1.0,0.1388888888888889,0.573576436351046,-0.8191520442889918,-0.17364817766693033,-0.2588190451025204,0.0796633939376453,0.0,0.0,0.0,139.51583333333335,0
2024-01-02 09:00:00,10.1,84,7.4,0.0,4.0,5,13.3,996.8,145.6,108.5,1035.0,21.4,35.0,94.0,9,1,1,0,Winter,0,0,0,0,1,1.0,0.2,0.766044443118978,-0.6427876096865394,0.08715574274765814,-0.4999999999999996,0.1532088886237956,0.0,0.01743114854953163,0.0,138.48333333333332,0
2024-01-02 10:00:00,11.1,77,7.3,0.0,1.1,18,12.2,996.9,143.13,105.98,999.0,21.5,39.6,106.0,10,1,1,0,Winter,0,0,0,0,1,1.0,0.47619047619047616,0.8910065241883679,-0.45399049973954675,0.30901699437494745,-0.6819983600624983,0.42428882104207993,0.0,0.14715094970235593,0.0,137.54999999999998,0
2024-01-02 11:00:00,12.3,72,7.3,0.0,0.7,360,10.8,995.9,141.31,104.3,967.0,21.6,43.9,120.0,11,1,1,0,Winter,0,0,0,0,1,0.5,0.5882352941176471,0.7071067811865474,-0.7071067811865477,-1.8369701987210297e-16,-0.42261826174069894,0.2079725827019257,0.0,0.0,0.0,136.8033333333333,0
2024-01-02 12:00:00,13.5,68,7.7,0.0,1.4,360,12.2,994.6,140.79,103.6,924.0,20.0,47.8,145.0,12,1,1,0,Winter,0,0,0,0,1,0.5,0.4166666666666667,0.7071067811865474,-0.7071067811865477,-1.8369701987210297e-16,-0.42261826174069894,0.14731391274719738,0.0,0.0,0.0,136.70416666666665,0
2024-01-02 13:00:00,14.6,65,8.1,0.0,2.2,351,13.0,993.5,138.06,101.36,885.0,18.4,51.4,172.0,13,1,1,0,Winter,0,0,0,0,1,0.5,0.3125,0.5877852522924729,-0.8090169943749475,-0.15643446504023104,-0.27563735581699866,0.09184144567069889,0.0,0.0,0.0,137.25833333333333,0
2024-01-02 14:00:00,15.2,64,8.4,0.0,2.6,326,13.0,992.7,136.5,99.67999999999999,896.0,20.9,53.8,184.0,14,1,1,0,Winter,0,0,0,0,1,0.5,0.2777777777777778,0.1908089953765451,-0.9816271834476639,-0.5591929034707466,0.15643446504023092,0.026501249357853487,0.0,0.0,0.04067296091046004,138.05749999999998,0
2024-01-02 15:00:00,15.4,63,8.4,0.0,4.1,322,13.0,992.2,136.76000000000002,100.1,957.0,30.2,53.1,169.0,15,1,1,0,Winter,0,0,0,0,1,0.5,0.19607843137254904,0.12186934340514768,-0.992546151641322,-0.6156614753256581,0.22495105434386514,0.01194797484364193,0.0,0.0,0.09222993228098471,138.92666666666665,0
2024-01-02 16:00:00,14.7,65,8.2,0.0,6.3,329,13.0,992.0,138.32000000000002,101.36,1069.0,43.5,51.2,138.0,16,1,1,0,Winter,0,0,0,0,1,0.5,0.136986301369863,0.24192189559966742,-0.9702957262759965,-0.5150380749100544,0.10452846326765412,0.016569992849292288,0.0,0.0,0.0658529318586221,139.80166666666665,0
2024-01-02 17:00:00,11.8,79,8.2,0.0,6.0,327,12.2,992.0,170.69000000000003,125.86,1275.0,58.7,54.4,107.0,17,1,1,0,Winter,0,0,0,0,1,1.0,0.14285714285714285,0.20791169081775943,-0.9781476007338056,-0.544639035015027,0.1391731009600657,0.029701670116822773,0.0,0.0,0.08350386057603941,139.70833333333334,0
2024-01-02 18:00:00,9.8,87,7.8,0.0,7.2,323,13.0,993.1,226.45999999999998,168.14,1762.0,73.5,70.2,80.0,18,1,1,0,Winter,0,0,0,0,1,1.0,0.12195121951219513,0.13917310096006547,-0.9902680687415703,-0.6018150231520483,0.20791169081775968,0.01697232938537384,0.0,0.0,0.14969641738878697,140.63,0
2024-01-02 19:00:00,8.6,92,7.3,0.0,5.9,317,11.5,993.4,272.35,202.72,2430.0,93.7,91.6,43.0,19,1,1,0,Winter,0,0,0,0,1,1.0,0.14492753623188406,0.03489949670250128,-0.9993908270190958,-0.6819983600624983,0.30901699437494745,0.005057898072826273,0.0,0.0,0.182320026681219,142.29833333333332,0
2024-01-02 20:00:00,8.1,93,6.9,0.0,6.4,322,9.7,993.5,297.83,221.62,2899.0,106.5,104.6,16.0,20,1,1,0,Winter,0,0,0,0,1,1.0,0.13513513513513511,0.12186934340514768,-0.992546151641322,-0.6156614753256581,0.22495105434386514,0.01646883018988482,0.0,0.0,0.1439686747800737,143.955,0
2024-01-02 21:00:00,7.1,94,6.2,0.0,7.2,323,9.7,993.6,307.58,228.76,2996.0,105.9,102.4,8.0,21,1,1,0,Winter,0,0,0,0,1,0.5,0.12195121951219513,0.13917310096006547,-0.9902680687415703,-0.6018150231520483,0.20791169081775968,0.00848616469268692,0.0,0.0,0.14969641738878697,145.17416666666665,0
2024-01-02 22:00:00,6.4,96,5.8,0.0,7.9,317,10.1,993.7,303.29,226.23999999999998,2895.0,97.8,91.7,11.0,22,1,1,0,Winter,0,0,0,0,1,0.5,0.11235955056179775,0.03489949670250128,-0.9993908270190958,-0.6819983600624983,0.30901699437494745,0.0019606458821629933,0.0,0.0,0.2441234255562085,145.66416666666666,0
2024-01-02 23:00:00,6.3,96,5.7,0.0,6.2,324,9.7,993.4,284.57,212.52,2740.0,88.0,79.2,14.0,23,1,1,0,Winter,0,0,0,0,1,0.1,0.1388888888888889,0.15643446504023067,-0.9876883405951378,-0.5877852522924732,0.19080899537654536,0.002172700903336537,0.0,0.0,0.11830157713345812,145.53,0
2024-01-03 00:00:00,6.1,97,5.6,0.0,6.6,331,10.1,993.2,261.56,196.27999999999997,2542.0,76.9,65.1,16.0,0,2,1,0,Winter,0,0,0,0,1,0.1,0.13157894736842105,0.2756373558169994,-0.9612616959383188,-0.48480962024633684,0.06975647374412546,0.003626807313381571,0.0,0.0,0.0460392726711228,145.44833333333332,0
2024-01-03 01:00:00,5.4,98,5.2,0.0,5.7,342,10.1,993.2,246.35,184.52,2291.0,63.9,49.1,19.0,1,2,1,0,Winter,0,0,0,0,1,0.1,0.14925373134328357,0.45399049973954664,-0.8910065241883679,-0.30901699437494756,-0.12186934340514692,0.006775977608052934,0.0,0.0,0.0,145.69333333333336,0
2024-01-03 02:00:00,4.6,99,4.5,0.0,8.5,348,10.4,993.1,236.08,177.38,2098.0,53.0,37.1,22.0,2,2,1,0,Winter,0,0,0,0,1,0.1,0.10526315789473684,0.5446390350150266,-0.8386705679454243,-0.2079116908177598,-0.22495105434386417,0.005733042473842385,0.0,0.0,0.0,146.3875,0
2024-01-03 03:00:00,5.0,99,4.9,0.0,6.9,351,10.4,992.7,231.27,174.01999999999998,1996.0,45.4,31.8,24.0,3,2,1,0,Winter,0,0,0,0,1,0.1,0.12658227848101264,0.5877852522924729,-0.8090169943749475,-0.15643446504023104,-0.27563735581699866,0.007440319649271808,0.0,0.0,0.0,147.51333333333332,0
2024-01-03 04:00:00,4.9,100,4.9,0.0,5.8,356,8.3,992.6,233.09000000000003,174.72,1952.0,39.9,30.5,27.0,4,2,1,0,Winter,0,0,0,0,1,0.1,0.14705882352941177,0.656059028990507,-0.7547095802227721,-0.06975647374412558,-0.35836794954529966,0.00964792689691922,0.0,0.0,0.0,149.1,0
2024-01-03 05:00:00,4.4,100,4.4,0.0,5.4,360,6.8,992.8,224.64000000000001,168.83999999999997,1737.0,30.3,23.5,38.0,5,2,1,0,Winter,0,0,0,0,1,0.1,0.15625,0.7071067811865474,-0.7071067811865477,-1.8369701987210297e-16,-0.42261826174069894,0.011048543456039802,0.0,0.0,0.0,150.85,1
2024-01-03 06:00:00,6.2,99,6.2,0.0,4.7,4,11.2,993.9,222.82000000000002,167.57999999999998,1752.0,31.2,25.7,39.0,6,2,1,0,Winter,0,0,0,0,1,0.1,0.17543859649122806,0.754709580222772,-0.6560590289905072,0.06975647374412546,-0.48480962024633684,0.013240518951276703,0.0,0.0012237977849846571,0.0,153.20083333333332,1
2024-01-03 07:00:00,6.6,99,6.5,0.0,3.7,11,10.4,994.5,224.64000000000001,168.83999999999997,1767.0,32.5,29.1,43.0,7,2,1,0,Winter,0,0,0,0,1,0.1,0.2127659574468085,0.8290375725550417,-0.5591929034707467,0.19080899537654492,-0.5877852522924726,0.017639097288405146,0.0,0.0040597658590754235,0.0,155.4933333333333,1
2024-01-03 08:00:00,7.5,99,7.3,0.0,3.6,53,11.2,995.3,226.98,170.1,1747.0,33.2,33.7,54.0,8,2,1,0,Winter,0,0,0,0,1,1.0,0.2173913043478261,0.9902680687415704,0.13917310096006547,0.7986355100472928,-0.9781476007338056,0.21527566711773272,0.03025502194784032,0.17361641522767238,0.0,158.0425,1
2024-01-03 09:00:00,8.8,98,8.4,0.0,4.0,90,13.0,996.1,223.34000000000003,167.57999999999998,1667.0,33.3,40.1,78.0,9,2,1,0,Winter,0,0,0,0,1,1.0,0.2,0.7071067811865476,0.7071067811865476,1.0,-0.9063077870366502,0.14142135623730953,0.14142135623730953,0.2,0.0,160.50416666666663,1
2024-01-03 10:00:00,10.4,91,9.0,0.0,3.3,139,13.7,996.3,228.8,171.5,1552.0,32.8,47.8,110.0,10,2,1,0,Winter,0,0,0,0,1,1.0,0.23255813953488372,-0.06975647374412533,0.9975640502598242,0.6560590289905073,-0.2756373558169995,0.0,0.23199163959530794,0.1525718672070947,0.0,163.23416666666665,1
2024-01-03 11:00:00,12.9,80,9.6,0.0,3.1,159,13.3,995.6,203.45000000000002,151.61999999999998,1432.0,31.4,54.7,144.0,11,2,1,0,Winter,0,0,0,0,1,0.5,0.24390243902439027,-0.40673664307580026,0.9135454576426009,0.35836794954530016,0.06975647374412501,0.0,0.22281596527868316,0.043703408481134166,0.021624506860678756,165.20583333333335,1
2024-01-03 12:00:00,14.9,69,9.2,0.0,1.8,180,14.4,994.5,171.34000000000003,125.16,1285.0,26.6,60.5,185.0,12,2,1,0,Winter,0,0,0,0,1,0.5,0.35714285714285715,-0.7071067811865475,0.7071067811865476,6.123233995736766e-17,0.42261826174069905,0.0,0.2525381361380527,1.0934346420958512e-17,0.07607128711332584,166.10416666666666,1
2024-01-03 13:00:00,15.8,66,9.4,0.0,2.6,326,13.3,993.3,170.69000000000003,124.17999999999999,1135.0,20.7,65.7,228.0,13,2,1,0,Winter,0,0,0,0,1,0.5,0.2777777777777778,0.1908089953765451,-0.9816271834476639,-0.5591929034707466,0.15643446504023092,0.026501249357853487,0.0,0.0,0.04067296091046004,167.05499999999998,1
2024-01-03 14:00:00,16.3,64,9.5,0.0,4.8,333,14.8,992.6,170.69000000000003,123.19999999999999,1081.0,20.9,69.2,249.0,14,2,1,0,Winter,0,0,0,0,1,0.5,0.1724137931034483,0.30901699437494723,-0.9510565162951536,-0.4539904997395469,0.034899496702501524,0.026639396066805796,0.0,0.0,0.01675175841720073,168.035,1
2024-01-03 15:00:00,16.3,64,9.6,0.0,5.6,333,15.1,992.4,171.34000000000003,123.47999999999999,1182.0,31.9,70.3,232.0,15,2,1,0,Winter,0,0,0,0,1,0.5,0.15151515151515152,0.30901699437494723,-0.9510565162951536,-0.4539904997395469,0.034899496702501524,0.023410378361738426,0.0,0.0,0.019543718153400853,169.00916666666666,1
2024-01-03 16:00:00,15.7,67,9.5,0.0,6.7,324,14.8,992.3,174.33,125.43999999999998,1380.0,48.9,69.7,193.0,16,2,1,0,Winter,0,0,0,0,1,0.5,0.12987012987012986,0.15643446504023067,-0.9876883405951378,-0.5877852522924732,0.19080899537654536,0.010158082145469524,0.0,0.0,0.12784202690228538,170.0125,1
2024-01-03 17:00:00,13.3,78,9.6,0.0,5.9,308,13.0,992.3,199.16,144.33999999999997,1437.0,58.7,55.5,118.0,17,2,1,0,Winter,0,0,0,0,1,1.0,0.14492753623188406,-0.12186934340514717,-0.9925461516413221,-0.7880107536067218,0.4539904997395468,0.0,0.0,0.0,0.26785439484633267,170.7825,1
2024-01-03 18:00:00,11.6,81,8.4,0.0,10.1,333,16.2,992.9,238.55,174.01999999999998,1646.0,65.9,57.9,94.0,18,2,1,0,Winter,0,0,0,0,1,1.0,0.0900900900900901,0.30901699437494723,-0.9510565162951536,-0.4539904997395469,0.034899496702501524,0.02783936886260786,0.0,0.0,0.03524849166952654,171.0275,1
2024-01-03 19:00:00,10.4,87,8.2,0.0,9.0,337,16.9,993.1,251.16,184.52,1936.0,75.7,61.3,61.0,19,2,1,0,Winter,0,0,0,0,1,1.0,0.1,0.37460659341591196,-0.9271838545667874,-0.3907311284892738,-0.03489949670250051,0.0374606593415912,0.0,0.0,0.0,170.26916666666665,1
2024-01-03 20:00:00,9.6,90,8.1,0.0,7.4,331,14.8,993.2,257.27000000000004,189.7,2166.0,81.9,63.8,35.0,20,2,1,0,Winter,0,0,0,0,1,1.0,0.11904761904761904,0.2756373558169994,-0.9612616959383188,-0.48480962024633684,0.06975647374412546,0.03281397093059516,0.0,0.0,0.051619790570652836,168.93916666666664,1
2024-01-03 21:00:00,8.9,93,7.8,0.0,6.0,327,11.9,993.3,262.73,194.32,2290.0,81.7,65.8,25.0,21,2,1,0,Winter,0,0,0,0,1,0.5,0.14285714285714285,0.20791169081775943,-0.9781476007338056,-0.544639035015027,0.1391731009600657,0.014850835058411387,0.0,0.0,0.08350386057603941,167.50416666666666,1
2024-01-03 22:00:00,8.1,95,7.4,0.0,5.1,321,9.4,993.5,269.36,200.2,2355.0,77.9,67.0,22.0,22,2,1,0,Winter,0,0,0,0,1,0.5,0.1639344262295082,0.10452846326765299,-0.9945218953682734,-0.6293203910498378,0.24192189559966853,0.008567906825217459,0.0,0.0,0.12338016675583094,166.41916666666665,1
2024-01-03 23:00:00,7.9,96,7.2,0.0,5.4,312,8.3,993.4,269.36,200.76,2358.0,72.5,64.8,21.0,23,2,1,0,Winter,0,0,0,0,1,0.1,0.15625,-0.052335956242944306,-0.9986295347545738,-0.7431448254773945,0.39073112848927455,0.0,0.0,0.0,0.21099480938420828,165.92916666666665,1
2024-01-04 00:00:00,8.1,94,7.2,0.0,7.4,313,11.5,993.1,256.1,190.39999999999998,2272.0,65.5,56.3,21.0,0,3,1,0,Winter,0,0,0,0,1,0.1,0.11904761904761904,-0.03489949670250076,-0.9993908270190958,-0.7313537016191703,0.3746065934159122,0.0,0.0,0.0,0.27720887912777503,165.68416666666667,1
2024-01-04 01:00:00,7.3,96,6.7,0.0,7.1,315,11.9,992.8,242.70999999999998,180.6,2124.0,56.9,44.4,22.0,1,3,1,0,Winter,0,0,0,0,1,0.1,0.1234567901234568,-1.8369701987210297e-16,-1.0,-0.7071067811865477,0.34202014332566927,0.0,0.0,0.0,0.24283430176122517,165.52083333333331,1
2024-01-04 02:00:00,6.8,96,6.2,0.0,6.6,315,11.9,992.9,230.1,171.5,1992.0,48.6,34.6,25.0,2,3,1,0,Winter,0,0,0,0,1,0.1,0.13157894736842105,-1.8369701987210297e-16,-1.0,-0.7071067811865477,0.34202014332566927,0.0,0.0,0.0,0.22573329459494168,165.27583333333334,1
2024-01-04 03:00:00,6.5,96,5.9,0.0,6.1,315,10.8,992.9,218.53,163.23999999999998,1884.0,40.1,29.0,29.0,3,3,1,0,Winter,0,0,0,0,1,0.1,0.14084507042253522,-1.8369701987210297e-16,-1.0,-0.7071067811865477,0.34202014332566927,0.0,0.0,0.0,0.20863228742865822,164.82666666666665,1
2024-01-04 04:00:00,6.1,97,5.7,0.0,5.2,326,9.7,992.7,209.43,156.79999999999998,1791.0,32.0,25.5,34.0,4,3,1,0,Winter,0,0,0,0,1,0.1,0.16129032258064516,0.1908089953765451,-0.9816271834476639,-0.5591929034707466,0.15643446504023092,0.0030775644415571794,0.0,0.0,0.08134592182092008,164.07999999999998,1
2024-01-04 05:00:00,5.3,98,5.1,0.0,6.1,332,8.3,993.0,207.60999999999999,155.54,1790.0,26.2,27.3,35.0,5,3,1,0,Winter,0,0,0,0,1,0.1,0.14084507042253522,0.2923717047227367,-0.9563047559630354,-0.46947156278589075,0.05233595624294419,0.004117911334123052,0.0,0.0,0.03192493330819595,163.52583333333334,1
