time,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,wind_speed_10m,wind_direction_10m,wind_gusts_10m,surface_pressure,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone
2024-01-01 00:00:00,7.1,98,6.8,0.0,5.4,352,6.8,994.0,212.3,146.7,2849.0,87.2,99.1,12.0
2024-01-01 01:00:00,6.6,99,6.4,0.0,5.4,340,6.8,993.8,188.6,130.4,2523.0,76.9,74.0,16.0
2024-01-01 02:00:00,6.0,100,5.9,0.0,5.8,330,7.6,993.6,170.4,117.8,2215.0,67.0,53.6,20.0
2024-01-01 03:00:00,5.7,100,5.7,0.0,6.7,324,8.6,993.6,156.0,107.8,1932.0,56.9,42.1,24.0
2024-01-01 04:00:00,6.1,100,6.0,0.0,4.9,324,8.6,993.8,144.8,100.1,1666.0,47.3,35.3,28.0
2024-01-01 05:00:00,6.3,100,6.3,0.0,4.3,318,7.9,993.8,128.1,88.9,1315.0,35.6,28.1,31.0
2024-01-01 06:00:00,9.4,93,8.2,0.0,4.6,342,11.2,995.2,126.2,87.8,1393.0,36.3,31.0,27.0
2024-01-01 07:00:00,9.4,93,8.3,0.0,4.0,350,9.0,995.6,131.8,91.5,1497.0,37.1,35.0,24.0
2024-01-01 08:00:00,10.2,90,8.7,0.0,3.7,349,9.7,996.3,134.1,93.1,1548.0,37.3,37.8,31.0
2024-01-01 09:00:00,12.1,80,8.6,0.0,5.5,349,14.4,996.9,136.9,95.2,1514.0,36.7,37.4,59.0
2024-01-01 10:00:00,13.2,72,8.2,0.0,4.0,350,14.8,996.9,131.8,91.7,1427.0,35.5,35.8,98.0
2024-01-01 11:00:00,14.3,69,8.6,0.0,2.9,330,14.0,996.2,125.7,87.3,1304.0,33.2,37.2,132.0
2024-01-01 12:00:00,15.4,64,8.8,0.0,2.8,310,13.7,995.1,109.9,75.7,1104.0,27.6,45.4,161.0
2024-01-01 13:00:00,16.4,62,9.1,0.0,4.4,305,15.1,994.0,92.0,62.9,867.0,21.0,56.5,184.0
2024-01-01 14:00:00,16.9,60,9.1,0.0,6.2,306,16.9,993.1,85.0,57.5,730.0,19.7,63.8,192.0
2024-01-01 15:00:00,16.9,61,9.3,0.0,8.2,311,18.0,992.7,83.8,56.6,742.0,27.5,62.2,173.0
2024-01-01 16:00:00,16.1,64,9.2,0.0,8.4,317,18.0,992.4,85.0,57.4,854.0,40.6,56.7,138.0
2024-01-01 17:00:00,13.1,79,9.5,0.0,7.1,319,15.1,992.3,136.0,91.5,970.0,50.8,49.9,90.0
2024-01-01 18:00:00,11.0,86,8.8,0.0,6.5,326,10.4,993.8,153.7,104.3,1223.0,58.1,57.6,71.0
2024-01-01 19:00:00,9.9,90,8.4,0.0,6.6,319,10.4,994.3,170.4,116.2,1580.0,68.2,68.5,45.0
2024-01-01 20:00:00,8.9,93,7.8,0.0,6.1,310,10.1,994.5,189.5,129.9,1900.0,76.1,77.9,24.0
2024-01-01 21:00:00,8.2,95,7.4,0.0,6.1,310,9.4,994.8,207.7,142.5,2176.0,80.8,86.4,14.0
2024-01-01 22:00:00,7.4,96,6.8,0.0,6.1,315,9.4,994.7,222.6,153.2,2415.0,83.3,93.5,11.0
2024-01-01 23:00:00,7.1,97,6.6,0.0,6.1,320,9.7,994.4,223.1,154.1,2503.0,81.9,93.4,10.0
2024-01-02 00:00:00,6.3,97,5.9,0.0,6.6,319,9.4,994.1,204.9,141.6,2339.0,74.3,80.6,13.0
2024-01-02 01:00:00,5.9,97,5.5,0.0,6.6,319,9.4,993.5,184.4,127.6,2024.0,62.9,60.7,18.0
2024-01-02 02:00:00,5.4,98,5.2,0.0,6.9,317,9.7,993.3,165.8,114.8,1747.0,52.4,44.5,24.0
2024-01-02 03:00:00,5.0,99,4.8,0.0,7.1,311,9.7,993.1,151.3,105.0,1559.0,44.1,36.1,29.0
2024-01-02 04:00:00,4.8,99,4.7,0.0,6.9,317,9.7,993.0,140.6,97.6,1410.0,36.9,31.3,33.0
2024-01-02 05:00:00,4.6,99,4.4,0.0,5.9,322,9.7,993.1,129.9,90.6,1246.0,28.2,25.1,44.0
2024-01-02 06:00:00,8.1,92,6.8,0.0,6.6,338,13.7,994.5,114.6,79.4,1200.0,26.3,26.4,54.0
2024-01-02 07:00:00,8.8,90,7.2,0.0,6.5,341,13.0,995.3,116.9,81.3,1135.0,23.8,28.4,69.0
2024-01-02 08:00:00,9.5,87,7.4,0.0,6.2,350,13.0,995.9,112.5,77.8,1077.0,21.9,31.1,83.0
2024-01-02 09:00:00,10.1,84,7.4,0.0,4.0,5,13.3,996.8,112.0,77.5,1035.0,21.4,35.0,94.0
2024-01-02 10:00:00,11.1,77,7.3,0.0,1.1,18,12.2,996.9,110.1,75.7,999.0,21.5,39.6,106.0
2024-01-02 11:00:00,12.3,72,7.3,0.0,0.7,360,10.8,995.9,108.7,74.5,967.0,21.6,43.9,120.0
2024-01-02 12:00:00,13.5,68,7.7,0.0,1.4,360,12.2,994.6,108.3,74.0,924.0,20.0,47.8,145.0
2024-01-02 13:00:00,14.6,65,8.1,0.0,2.2,351,13.0,993.5,106.2,72.4,885.0,18.4,51.4,172.0
2024-01-02 14:00:00,15.2,64,8.4,0.0,2.6,326,13.0,992.7,105.0,71.2,896.0,20.9,53.8,184.0
2024-01-02 15:00:00,15.4,63,8.4,0.0,4.1,322,13.0,992.2,105.2,71.5,957.0,30.2,53.1,169.0
2024-01-02 16:00:00,14.7,65,8.2,0.0,6.3,329,13.0,992.0,106.4,72.4,1069.0,43.5,51.2,138.0
2024-01-02 17:00:00,11.8,79,8.2,0.0,6.0,327,12.2,992.0,131.3,89.9,1275.0,58.7,54.4,107.0
2024-01-02 18:00:00,9.8,87,7.8,0.0,7.2,323,13.0,993.1,174.2,120.1,1762.0,73.5,70.2,80.0
2024-01-02 19:00:00,8.6,92,7.3,0.0,5.9,317,11.5,993.4,209.5,144.8,2430.0,93.7,91.6,43.0
2024-01-02 20:00:00,8.1,93,6.9,0.0,6.4,322,9.7,993.5,229.1,158.3,2899.0,106.5,104.6,16.0
2024-01-02 21:00:00,7.1,94,6.2,0.0,7.2,323,9.7,993.6,236.6,163.4,2996.0,105.9,102.4,8.0
2024-01-02 22:00:00,6.4,96,5.8,0.0,7.9,317,10.1,993.7,233.3,161.6,2895.0,97.8,91.7,11.0
2024-01-02 23:00:00,6.3,96,5.7,0.0,6.2,324,9.7,993.4,218.9,151.8,2740.0,88.0,79.2,14.0
2024-01-03 00:00:00,6.1,97,5.6,0.0,6.6,331,10.1,993.2,201.2,140.2,2542.0,76.9,65.1,16.0
2024-01-03 01:00:00,5.4,98,5.2,0.0,5.7,342,10.1,993.2,189.5,131.8,2291.0,63.9,49.1,19.0
2024-01-03 02:00:00,4.6,99,4.5,0.0,8.5,348,10.4,993.1,181.6,126.7,2098.0,53.0,37.1,22.0
2024-01-03 03:00:00,5.0,99,4.9,0.0,6.9,351,10.4,992.7,177.9,124.3,1996.0,45.4,31.8,24.0
2024-01-03 04:00:00,4.9,100,4.9,0.0,5.8,356,8.3,992.6,179.3,124.8,1952.0,39.9,30.5,27.0
2024-01-03 05:00:00,4.4,100,4.4,0.0,5.4,360,6.8,992.8,172.8,120.6,1737.0,30.3,23.5,38.0
2024-01-03 06:00:00,6.2,99,6.2,0.0,4.7,4,11.2,993.9,171.4,119.7,1752.0,31.2,25.7,39.0
2024-01-03 07:00:00,6.6,99,6.5,0.0,3.7,11,10.4,994.5,172.8,120.6,1767.0,32.5,29.1,43.0
2024-01-03 08:00:00,7.5,99,7.3,0.0,3.6,53,11.2,995.3,174.6,121.5,1747.0,33.2,33.7,54.0
2024-01-03 09:00:00,8.8,98,8.4,0.0,4.0,90,13.0,996.1,171.8,119.7,1667.0,33.3,40.1,78.0
2024-01-03 10:00:00,10.4,91,9.0,0.0,3.3,139,13.7,996.3,176.0,122.5,1552.0,32.8,47.8,110.0
2024-01-03 11:00:00,12.9,80,9.6,0.0,3.1,159,13.3,995.6,156.5,108.3,1432.0,31.4,54.7,144.0
2024-01-03 12:00:00,14.9,69,9.2,0.0,1.8,180,14.4,994.5,131.8,89.4,1285.0,26.6,60.5,185.0
2024-01-03 13:00:00,15.8,66,9.4,0.0,2.6,326,13.3,993.3,131.3,88.7,1135.0,20.7,65.7,228.0
2024-01-03 14:00:00,16.3,64,9.5,0.0,4.8,333,14.8,992.6,131.3,88.0,1081.0,20.9,69.2,249.0
2024-01-03 15:00:00,16.3,64,9.6,0.0,5.6,333,15.1,992.4,131.8,88.2,1182.0,31.9,70.3,232.0
2024-01-03 16:00:00,15.7,67,9.5,0.0,6.7,324,14.8,992.3,134.1,89.6,1380.0,48.9,69.7,193.0
2024-01-03 17:00:00,13.3,78,9.6,0.0,5.9,308,13.0,992.3,153.2,103.1,1437.0,58.7,55.5,118.0
2024-01-03 18:00:00,11.6,81,8.4,0.0,10.1,333,16.2,992.9,183.5,124.3,1646.0,65.9,57.9,94.0
2024-01-03 19:00:00,10.4,87,8.2,0.0,9.0,337,16.9,993.1,193.2,131.8,1936.0,75.7,61.3,61.0
2024-01-03 20:00:00,9.6,90,8.1,0.0,7.4,331,14.8,993.2,197.9,135.5,2166.0,81.9,63.8,35.0
2024-01-03 21:00:00,8.9,93,7.8,0.0,6.0,327,11.9,993.3,202.1,138.8,2290.0,81.7,65.8,25.0
2024-01-03 22:00:00,8.1,95,7.4,0.0,5.1,321,9.4,993.5,207.2,143.0,2355.0,77.9,67.0,22.0
2024-01-03 23:00:00,7.9,96,7.2,0.0,5.4,312,8.3,993.4,207.2,143.4,2358.0,72.5,64.8,21.0
2024-01-04 00:00:00,8.1,94,7.2,0.0,7.4,313,11.5,993.1,197.0,136.0,2272.0,65.5,56.3,21.0
2024-01-04 01:00:00,7.3,96,6.7,0.0,7.1,315,11.9,992.8,186.7,129.0,2124.0,56.9,44.4,22.0
2024-01-04 02:00:00,6.8,96,6.2,0.0,6.6,315,11.9,992.9,177.0,122.5,1992.0,48.6,34.6,25.0
2024-01-04 03:00:00,6.5,96,5.9,0.0,6.1,315,10.8,992.9,168.1,116.6,1884.0,40.1,29.0,29.0
2024-01-04 04:00:00,6.1,97,5.7,0.0,5.2,326,9.7,992.7,161.1,112.0,1791.0,32.0,25.5,34.0
2024-01-04 05:00:00,5.3,98,5.1,0.0,6.1,332,8.3,993.0,159.7,111.1,1790.0,26.2,27.3,35.0
2024-01-04 06:00:00,9.1,89,7.3,0.0,5.4,318,11.9,994.4,163.4,113.9,1912.0,29.0,28.8,30.0
2024-01-04 07:00:00,9.4,88,7.5,0.0,6.9,313,11.2,995.1,171.8,119.7,2074.0,32.6,31.0,26.0
2024-01-04 08:00:00,10.3,85,7.8,0.0,6.2,306,12.6,995.8,176.0,122.5,2148.0,34.0,32.7,32.0
2024-01-04 09:00:00,11.9,79,8.4,0.0,5.8,292,14.4,996.6,174.6,121.5,2062.0,31.0,33.0,59.0
2024-01-04 10:00:00,14.2,72,9.1,0.0,5.2,286,15.5,996.8,170.0,117.8,1889.0,25.7,32.9,98.0
2024-01-04 11:00:00,16.0,67,9.9,0.0,6.2,291,17.3,995.6,160.7,111.1,1714.0,21.3,34.1,131.0
2024-01-04 12:00:00,17.2,63,10.2,0.0,5.6,297,18.4,994.4,148.5,101.3,1538.0,17.5,37.9,157.0
2024-01-04 13:00:00,18.1,60,10.2,0.0,2.4,333,17.3,993.3,140.6,95.5,1361.0,14.7,43.0,179.0
2024-01-04 14:00:00,18.4,58,9.9,0.0,2.3,342,13.0,992.4,132.7,89.6,1268.0,17.0,47.1,185.0
2024-01-04 15:00:00,18.5,57,9.7,0.0,2.6,344,11.2,992.1,133.6,90.3,1299.0,28.3,48.9,167.0
2024-01-04 16:00:00,18.1,58,9.6,0.0,3.8,319,9.7,991.9,131.3,88.7,1413.0,44.7,49.8,135.0
2024-01-04 17:00:00,15.9,68,10.1,0.0,5.6,315,8.3,991.8,164.4,111.3,1348.0,55.0,46.4,85.0
2024-01-04 18:00:00,13.8,78,10.1,0.0,9.9,327,15.8,993.2,187.7,127.6,1480.0,58.9,48.6,73.0
2024-01-04 19:00:00,13.1,81,9.8,0.0,9.8,332,16.2,993.4,194.2,132.2,1664.0,64.0,51.7,55.0
2024-01-04 20:00:00,12.1,85,9.6,0.0,10.7,340,17.3,993.5,199.8,136.4,1812.0,66.7,53.6,42.0
2024-01-04 21:00:00,10.4,93,9.3,0.0,10.7,346,18.0,993.6,203.0,139.7,1896.0,65.3,54.3,36.0
2024-01-04 22:00:00,9.8,94,8.9,0.0,8.6,345,17.3,993.6,210.9,145.8,1944.0,61.3,53.8,34.0
2024-01-04 23:00:00,8.9,96,8.2,0.0,6.0,335,13.3,993.2,213.7,148.1,1953.0,56.0,51.0,33.0
2024-01-05 00:00:00,8.1,97,7.7,0.0,6.9,321,9.4,992.8,205.8,142.5,1905.0,48.7,44.0,34.0
2024-01-05 01:00:00,8.1,98,7.8,0.0,6.1,315,9.4,992.7,197.9,137.4,1819.0,40.1,34.5,37.0
2024-01-05 02:00:00,8.5,97,8.1,0.0,5.4,312,8.6,992.7,190.0,131.8,1744.0,32.6,26.9,39.0
2024-01-05 03:00:00,9.3,96,8.6,0.0,5.4,307,9.4,992.7,182.1,126.7,1687.0,26.6,22.5,41.0
2024-01-05 04:00:00,9.9,94,8.9,0.0,6.4,317,10.1,992.7,175.1,121.5,1642.0,21.8,19.8,42.0
2024-01-05 05:00:00,10.4,93,9.2,0.0,5.9,322,10.4,993.0,174.6,121.5,1604.0,16.7,16.5,47.0
2024-01-05 06:00:00,10.9,91,9.5,0.0,6.3,329,11.9,994.1,172.8,120.1,1683.0,21.4,19.2,41.0
2024-01-05 07:00:00,10.9,92,9.6,0.0,5.0,330,10.8,994.8,173.7,120.6,1791.0,27.8,23.1,33.0
2024-01-05 08:00:00,11.4,89,9.7,0.0,4.0,333,9.7,995.4,176.5,122.9,1864.0,31.9,26.4,38.0
2024-01-05 09:00:00,12.2,86,9.9,0.0,4.2,329,10.8,996.2,178.3,123.9,1904.0,31.6,28.3,66.0
2024-01-05 10:00:00,13.4,81,10.2,0.0,4.3,336,13.0,996.2,181.1,125.7,1909.0,28.9,29.7,106.0
2024-01-05 11:00:00,15.6,73,10.8,0.0,2.3,342,14.4,995.3,179.7,124.3,1805.0,26.3,31.7,136.0
2024-01-05 12:00:00,17.0,67,10.8,0.0,1.5,76,12.6,994.0,150.4,102.7,1479.0,22.9,35.1,148.0
2024-01-05 13:00:00,17.4,63,10.3,0.0,2.4,117,11.9,992.9,111.3,74.0,1045.0,19.5,39.2,150.0
2024-01-05 14:00:00,17.6,62,10.1,0.0,2.5,172,11.2,992.6,103.6,68.0,765.0,20.9,42.4,143.0
2024-01-05 15:00:00,17.6,60,9.9,0.0,2.8,220,10.8,992.4,103.1,67.5,778.0,31.5,44.0,124.0
2024-01-05 16:00:00,17.4,60,9.6,0.0,3.6,276,9.4,992.9,102.0,66.8,947.0,47.0,44.7,97.0
2024-01-05 17:00:00,15.8,68,10.0,0.0,5.0,300,7.9,993.0,164.4,109.4,1334.0,74.5,54.2,70.0
2024-01-05 18:00:00,11.6,88,9.8,0.0,6.9,332,13.7,993.6,177.4,119.0,1435.0,74.6,56.2,60.0
2024-01-05 19:00:00,10.6,92,9.3,0.0,7.9,336,12.2,994.4,182.1,122.9,1572.0,74.4,58.7,46.0
2024-01-05 20:00:00,10.0,93,8.9,0.0,7.4,331,12.2,995.0,185.3,125.3,1660.0,72.4,59.2,36.0
2024-01-05 21:00:00,9.4,94,8.5,0.0,6.6,331,11.9,995.3,186.7,126.7,1654.0,67.5,56.5,32.0
2024-01-05 22:00:00,9.4,94,8.6,0.0,6.5,326,10.4,995.1,185.3,125.7,1598.0,60.7,51.9,32.0
2024-01-05 23:00:00,8.5,96,7.8,0.0,6.5,326,10.1,994.5,180.7,122.9,1543.0,53.6,46.3,32.0
2024-01-06 00:00:00,7.8,96,7.3,0.0,8.5,324,11.2,994.2,172.8,117.6,1497.0,46.1,39.4,33.0
2024-01-06 01:00:00,7.9,96,7.3,0.0,6.1,310,9.4,994.0,168.1,114.8,1451.0,38.3,31.5,35.0
2024-01-06 02:00:00,6.8,98,6.6,0.0,7.1,311,8.3,993.8,164.4,112.9,1429.0,31.7,25.4,37.0
2024-01-06 03:00:00,7.0,99,6.8,0.0,6.1,315,9.4,993.6,161.6,111.5,1434.0,26.2,21.8,38.0
2024-01-06 04:00:00,6.8,99,6.7,0.0,6.1,320,9.0,993.6,158.8,109.9,1464.0,21.9,20.0,39.0
2024-01-06 05:00:00,8.1,99,7.8,0.0,5.1,315,9.7,994.0,154.6,106.9,1440.0,12.0,16.7,68.0
2024-01-06 06:00:00,9.6,95,8.9,0.0,6.3,336,11.9,995.5,152.7,105.9,1576.0,16.9,19.1,63.0
2024-01-06 07:00:00,9.9,94,9.1,0.0,5.9,322,10.1,996.1,156.5,108.5,1755.0,23.4,22.6,57.0
2024-01-06 08:00:00,10.9,90,9.4,0.0,6.5,354,13.0,997.1,163.4,113.2,1835.0,27.2,26.3,61.0
2024-01-06 09:00:00,11.9,86,9.6,0.0,7.0,348,15.1,998.0,170.0,117.6,1727.0,25.4,30.4,84.0
2024-01-06 10:00:00,13.4,79,9.9,0.0,7.1,330,16.6,997.8,170.9,117.6,1519.0,20.8,34.9,117.0
2024-01-06 11:00:00,14.9,71,9.7,0.0,5.1,356,17.6,996.8,143.9,97.1,1333.0,17.1,38.4,146.0
2024-01-06 12:00:00,16.0,64,9.4,0.0,4.9,73,15.1,995.6,131.3,87.8,1182.0,13.9,40.3,169.0
2024-01-06 13:00:00,16.7,61,9.1,0.0,3.6,96,15.1,994.6,125.3,83.6,1052.0,11.6,41.4,187.0
2024-01-06 14:00:00,17.5,58,9.0,0.0,1.0,135,13.7,993.8,124.3,83.1,1022.0,14.5,42.6,191.0
2024-01-06 15:00:00,17.5,58,9.1,0.0,1.6,297,10.1,993.5,126.2,84.5,1137.0,26.9,43.8,171.0
2024-01-06 16:00:00,17.2,60,9.5,0.0,3.8,319,9.0,993.6,130.4,87.8,1351.0,44.7,45.2,136.0
2024-01-06 17:00:00,14.2,75,9.9,0.0,6.8,288,7.2,993.7,157.9,107.3,1533.0,62.6,44.4,73.0
2024-01-06 18:00:00,12.1,82,9.2,0.0,6.1,298,7.6,995.1,194.2,132.7,1862.0,66.1,53.7,62.0
2024-01-06 19:00:00,12.8,80,9.4,0.0,5.4,270,8.3,995.6,211.9,145.8,2309.0,70.6,66.1,47.0
2024-01-06 20:00:00,12.6,81,9.4,0.0,7.2,264,11.5,996.2,220.3,151.8,2588.0,72.3,72.4,36.0
2024-01-06 21:00:00,12.4,82,9.4,0.0,7.3,259,12.2,996.7,218.9,150.9,2550.0,69.5,67.4,33.0
2024-01-06 22:00:00,12.1,84,9.4,0.0,6.2,277,11.5,996.5,213.7,147.6,2343.0,63.9,56.3,34.0
2024-01-06 23:00:00,12.1,82,9.1,0.0,7.4,299,11.5,996.2,201.6,139.7,2132.0,56.4,45.5,37.0
2024-01-07 00:00:00,11.5,84,8.9,0.0,7.6,301,11.9,995.6,185.3,128.5,1953.0,45.8,36.5,41.0
2024-01-07 01:00:00,11.4,83,8.6,0.0,6.9,298,12.2,995.0,173.2,120.1,1768.0,33.4,27.8,47.0
2024-01-07 02:00:00,11.4,82,8.5,0.0,6.6,311,11.2,995.0,164.8,114.1,1633.0,24.0,21.7,50.0
2024-01-07 03:00:00,10.8,86,8.5,0.0,7.0,325,11.2,994.8,158.3,109.9,1563.0,19.2,19.2,48.0
2024-01-07 04:00:00,11.1,84,8.5,0.0,8.7,336,14.0,994.7,153.7,106.6,1541.0,17.4,19.2,45.0
2024-01-07 05:00:00,11.5,81,8.4,0.0,8.9,339,15.1,994.7,184.9,128.1,1951.0,27.3,24.2,35.0
2024-01-07 06:00:00,6.4,97,5.9,0.0,7.9,294,10.4,995.6,184.4,128.1,2043.0,30.6,26.5,30.0
2024-01-07 07:00:00,6.2,97,5.8,0.0,7.5,287,10.8,996.6,192.8,133.6,2163.0,35.0,29.7,25.0
2024-01-07 08:00:00,8.8,91,7.4,0.0,6.2,291,11.9,997.9,199.8,138.8,2210.0,36.8,33.0,35.0
2024-01-07 09:00:00,11.4,82,8.4,0.0,3.4,288,11.9,998.9,203.5,141.6,2135.0,33.6,35.6,75.0
2024-01-07 10:00:00,13.8,75,9.4,0.0,2.6,304,12.2,999.1,205.8,143.0,1987.0,27.9,38.1,130.0
2024-01-07 11:00:00,15.5,67,9.5,0.0,1.5,346,12.2,998.4,194.6,134.1,1810.0,23.1,41.7,175.0
2024-01-07 12:00:00,16.5,64,9.6,0.0,1.9,68,12.6,997.1,165.8,113.4,1557.0,18.2,46.8,204.0
2024-01-07 13:00:00,17.3,61,9.8,0.0,2.5,98,13.3,995.9,143.4,97.6,1274.0,14.3,52.8,222.0
2024-01-07 14:00:00,17.7,60,9.9,0.0,2.9,120,13.3,995.3,134.6,91.3,1146.0,18.2,59.3,226.0
2024-01-07 15:00:00,17.8,60,9.9,0.0,2.9,150,12.6,994.6,133.2,90.1,1245.0,35.1,65.2,210.0
2024-01-07 16:00:00,17.2,62,9.8,0.0,3.6,174,10.4,994.4,136.9,92.7,1499.0,60.0,71.4,179.0
2024-01-07 17:00:00,13.9,76,9.8,0.0,6.6,189,8.3,994.2,189.5,128.5,1681.0,80.0,62.9,96.0
2024-01-07 18:00:00,10.7,87,8.6,0.0,7.5,215,8.3,994.3,237.0,161.6,2284.0,97.0,84.0,72.0
2024-01-07 19:00:00,10.3,88,8.4,0.0,6.4,223,9.4,995.0,279.4,191.4,3107.0,120.0,112.4,38.0
2024-01-07 20:00:00,9.6,91,8.1,0.0,7.1,225,10.8,995.5,309.2,211.9,3656.0,133.2,128.8,14.0
2024-01-07 21:00:00,8.5,93,7.5,0.0,7.0,235,10.4,995.5,310.1,213.3,3691.0,128.4,122.6,9.0
2024-01-07 22:00:00,7.8,95,7.1,0.0,7.0,249,9.7,995.6,296.2,204.0,3452.0,113.8,104.4,14.0
2024-01-07 23:00:00,7.1,96,6.6,0.0,7.6,275,9.4,995.4,274.7,190.0,3167.0,98.7,86.0,19.0
2024-01-08 00:00:00,6.9,96,6.4,0.0,6.8,302,9.7,995.1,248.7,171.8,2869.0,84.9,69.8,22.0
2024-01-08 01:00:00,7.2,96,6.6,0.0,6.0,303,9.0,994.8,229.1,158.3,2526.0,70.6,53.5,25.0
2024-01-08 02:00:00,7.8,94,6.9,0.0,6.6,311,10.4,994.5,215.1,149.0,2262.0,59.0,41.8,27.0
2024-01-08 03:00:00,7.3,95,6.6,0.0,6.1,310,10.4,994.6,206.3,142.5,2109.0,50.4,37.0,28.0
2024-01-08 04:00:00,6.2,98,5.8,0.0,8.7,308,11.2,994.6,200.2,138.3,2036.0,44.6,36.8,28.0
2024-01-08 05:00:00,5.8,99,5.6,0.0,8.7,315,11.2,994.7,218.4,151.3,2262.0,53.0,44.0,25.0
2024-01-08 06:00:00,6.7,99,6.5,0.0,5.6,345,10.4,995.9,208.6,144.4,2293.0,50.8,42.2,19.0
2024-01-08 07:00:00,6.2,100,6.2,0.0,8.7,353,10.8,996.9,207.2,143.9,2329.0,47.6,40.0,14.0
2024-01-08 08:00:00,8.9,99,8.7,0.0,5.2,12,10.4,997.7,210.0,145.8,2302.0,43.8,39.6,26.0
2024-01-08 09:00:00,11.2,94,10.2,0.0,3.9,34,12.2,998.2,212.8,147.1,2175.0,38.8,41.5,71.0
2024-01-08 10:00:00,14.1,83,11.3,0.0,3.3,49,13.3,998.5,213.7,147.6,1985.0,33.2,45.3,134.0
2024-01-08 11:00:00,16.1,72,11.1,0.0,3.0,104,14.0,997.6,202.6,138.8,1777.0,28.8,51.8,185.0
2024-01-08 12:00:00,17.2,65,10.6,0.0,3.3,139,14.4,996.4,191.4,129.0,1500.0,23.6,62.6,215.0
2024-01-08 13:00:00,18.0,61,10.4,0.0,3.4,148,14.4,995.4,170.4,113.9,1205.0,19.5,76.0,233.0
2024-01-08 14:00:00,18.5,59,10.4,0.0,3.4,162,14.0,994.7,157.4,104.5,1084.0,24.8,88.0,235.0
2024-01-08 15:00:00,18.5,59,10.5,0.0,2.5,172,13.0,994.3,154.1,102.4,1218.0,45.6,95.0,214.0
2024-01-08 16:00:00,18.1,62,10.6,0.0,2.2,180,10.1,994.0,158.8,105.7,1527.0,75.7,100.6,177.0
2024-01-08 17:00:00,16.7,68,10.9,0.0,4.0,190,4.3,993.9,199.8,135.0,1574.0,68.3,66.0,95.0
2024-01-08 18:00:00,11.7,90,10.1,0.0,7.8,326,10.8,994.9,244.9,166.2,2066.0,80.8,80.8,71.0
2024-01-08 19:00:00,10.4,94,9.4,0.0,8.7,318,10.8,994.9,280.3,190.9,2739.0,97.7,100.8,39.0
2024-01-08 20:00:00,9.8,94,8.9,0.0,7.7,311,11.2,995.3,297.1,202.6,3193.0,107.6,112.5,16.0
2024-01-08 21:00:00,8.9,95,8.2,0.0,8.6,327,11.5,995.4,298.0,203.5,3246.0,105.0,109.2,10.0
2024-01-08 22:00:00,8.4,96,7.8,0.0,8.5,332,11.9,995.3,290.6,199.8,3081.0,95.4,97.5,14.0
2024-01-08 23:00:00,8.4,96,7.8,0.0,6.4,344,11.2,994.9,272.9,187.7,2849.0,84.3,84.0,19.0
2024-01-09 00:00:00,8.0,97,7.6,0.0,6.4,344,10.4,994.4,246.8,169.5,2560.0,72.5,68.9,23.0
2024-01-09 01:00:00,7.3,98,7.1,0.0,6.4,333,10.1,994.4,226.8,156.0,2205.0,59.2,52.0,29.0
2024-01-09 02:00:00,7.3,97,6.9,0.0,6.5,341,10.1,994.5,210.5,144.8,1909.0,46.7,38.6,35.0
2024-01-09 03:00:00,7.5,96,6.9,0.0,7.9,344,12.6,994.4,195.1,134.1,1704.0,34.3,31.0,44.0
2024-01-09 04:00:00,7.0,96,6.4,0.0,6.4,344,12.6,994.3,181.1,124.8,1559.0,22.7,27.0,54.0
2024-01-09 05:00:00,6.2,97,5.8,0.0,7.6,341,10.8,994.4,179.3,123.4,1397.0,16.5,25.8,52.0
2024-01-09 06:00:00,7.7,97,7.2,0.0,5.8,353,12.2,996.2,176.0,121.1,1518.0,22.7,28.8,44.0
2024-01-09 07:00:00,6.9,98,6.6,0.0,6.8,360,9.4,996.7,183.0,126.2,1677.0,31.0,32.9,35.0
2024-01-09 08:00:00,9.1,93,7.9,0.0,6.9,332,13.0,997.3,188.6,129.5,1735.0,35.3,35.1,38.0
2024-01-09 09:00:00,11.4,84,8.9,0.0,5.9,313,14.4,998.0,186.7,128.1,1609.0,32.0,34.0,66.0
2024-01-09 10:00:00,14.1,74,9.6,0.0,5.8,300,15.5,998.1,173.2,118.5,1383.0,24.8,31.1,107.0
2024-01-09 11:00:00,16.1,69,10.4,0.0,10.0,296,21.6,997.0,156.0,105.9,1172.0,18.4,27.9,139.0
2024-01-09 12:00:00,17.4,67,11.1,0.0,12.1,293,25.6,995.9,149.9,101.5,995.0,13.4,24.2,154.0
2024-01-09 13:00:00,18.1,65,11.4,0.0,12.4,292,25.6,994.9,129.9,87.5,832.0,9.2,20.1,159.0
2024-01-09 14:00:00,18.5,63,11.2,0.0,12.1,297,25.9,994.2,111.1,74.7,740.0,9.3,17.7,155.0
2024-01-09 15:00:00,18.5,62,11.2,0.0,11.4,294,24.8,993.9,103.1,69.4,762.0,16.9,18.2,137.0
2024-01-09 16:00:00,17.9,65,11.3,0.0,10.3,299,22.0,993.7,99.7,67.1,855.0,28.6,20.5,110.0
2024-01-09 17:00:00,15.4,77,11.4,0.0,7.9,300,17.3,993.9,79.9,54.8,855.0,33.3,20.7,84.0
